1587695006462|6|statement|connection 1|url jdbc:mysql://127.0.0.1:3306/security?useUnicode=true&characterEncoding=UTF-8&useJDBCCompliantTimezoneShift=true&useLegacyDatetimeCode=false&serverTimezone=GMT%2b8|SELECT  id,name,order_no,remark  FROM check_sheet|SELECT  id,name,order_no,remark  FROM check_sheet
1587713630261|0|statement|connection 4|url jdbc:mysql://127.0.0.1:3306/security?useUnicode=true&characterEncoding=UTF-8&useJDBCCompliantTimezoneShift=true&useLegacyDatetimeCode=false&serverTimezone=GMT%2b8|SELECT  id,entry_id,name,attr_type,ext_info  FROM check_item     WHERE entryId = ?|SELECT  id,entry_id,name,attr_type,ext_info  FROM check_item     WHERE entryId = 4
1587713827297|5|statement|connection 1|url jdbc:mysql://127.0.0.1:3306/security?useUnicode=true&characterEncoding=UTF-8&useJDBCCompliantTimezoneShift=true&useLegacyDatetimeCode=false&serverTimezone=GMT%2b8|SELECT  id,entry_id,name,attr_type,ext_info  FROM check_item     WHERE entry_id = ?|SELECT  id,entry_id,name,attr_type,ext_info  FROM check_item     WHERE entry_id = 4
1587716778975|1|statement|connection 1|url jdbc:mysql://127.0.0.1:3306/security?useUnicode=true&characterEncoding=UTF-8&useJDBCCompliantTimezoneShift=true&useLegacyDatetimeCode=false&serverTimezone=GMT%2b8|SELECT  id,entry_id,name,attr_type,ext_info  FROM check_item     WHERE entry_id = ?|SELECT  id,entry_id,name,attr_type,ext_info  FROM check_item     WHERE entry_id = 4
1587716789266|1|statement|connection 2|url jdbc:mysql://127.0.0.1:3306/security?useUnicode=true&characterEncoding=UTF-8&useJDBCCompliantTimezoneShift=true&useLegacyDatetimeCode=false&serverTimezone=GMT%2b8|SELECT             check_entry.id,             check_entry.sheet_id,             check_entry.`name`,             check_entry.frequency,             check_entry.department,             check_entry.object_type_id,             check_entry.order_no,             object_type.`name` object_type_name         FROM             check_entry                 INNER JOIN object_type ON check_entry.object_type_id = object_type.id         WHERE             check_entry.sheet_id = ?         ORDER BY             check_entry.order_no ASC|SELECT             check_entry.id,             check_entry.sheet_id,             check_entry.`name`,             check_entry.frequency,             check_entry.department,             check_entry.object_type_id,             check_entry.order_no,             object_type.`name` object_type_name         FROM             check_entry                 INNER JOIN object_type ON check_entry.object_type_id = object_type.id         WHERE             check_entry.sheet_id = 2         ORDER BY             check_entry.order_no ASC
1587716795981|4|statement|connection 3|url jdbc:mysql://127.0.0.1:3306/security?useUnicode=true&characterEncoding=UTF-8&useJDBCCompliantTimezoneShift=true&useLegacyDatetimeCode=false&serverTimezone=GMT%2b8|SELECT             check_entry.id,             check_entry.sheet_id,             check_entry.`name`,             check_entry.frequency,             check_entry.department,             check_entry.object_type_id,             check_entry.order_no,             object_type.`name` object_type_name         FROM             check_entry                 INNER JOIN object_type ON check_entry.object_type_id = object_type.id         WHERE             check_entry.sheet_id = ?         ORDER BY             check_entry.order_no ASC|SELECT             check_entry.id,             check_entry.sheet_id,             check_entry.`name`,             check_entry.frequency,             check_entry.department,             check_entry.object_type_id,             check_entry.order_no,             object_type.`name` object_type_name         FROM             check_entry                 INNER JOIN object_type ON check_entry.object_type_id = object_type.id         WHERE             check_entry.sheet_id = 3         ORDER BY             check_entry.order_no ASC
1587733069663|24|statement|connection 2|url jdbc:mysql://127.0.0.1:3306/security?useUnicode=true&characterEncoding=UTF-8&useJDBCCompliantTimezoneShift=true&useLegacyDatetimeCode=false&serverTimezone=GMT%2b8|SELECT             check_entry.sheet_id,             check_result.entry_id,             check_result.object_id,             check_result.id AS result_id,             check_result_detail.id AS detail_id,             check_result_detail.item_id,             check_entry.`name` AS entry_name,             object_type.`name` as type_name,             check_object.`name` AS object_name,             check_result_detail.item_result,             check_result.check_person,             check_result.submit_time         FROM             check_result                 INNER JOIN check_result_detail ON check_result_detail.result_id = check_result.id                 INNER JOIN check_entry ON check_result.entry_id = check_entry.id                 INNER JOIN check_object ON check_result.object_id = check_object.id                 INNER JOIN check_item ON check_result_detail.item_id = check_item.id                 INNER JOIN object_type on check_object.object_type_id = object_type.id         WHERE             check_entry.sheet_id = ?         ORDER BY             check_entry.id ASC,             check_object.id ASC|SELECT             check_entry.sheet_id,             check_result.entry_id,             check_result.object_id,             check_result.id AS result_id,             check_result_detail.id AS detail_id,             check_result_detail.item_id,             check_entry.`name` AS entry_name,             object_type.`name` as type_name,             check_object.`name` AS object_name,             check_result_detail.item_result,             check_result.check_person,             check_result.submit_time         FROM             check_result                 INNER JOIN check_result_detail ON check_result_detail.result_id = check_result.id                 INNER JOIN check_entry ON check_result.entry_id = check_entry.id                 INNER JOIN check_object ON check_result.object_id = check_object.id                 INNER JOIN check_item ON check_result_detail.item_id = check_item.id                 INNER JOIN object_type on check_object.object_type_id = object_type.id         WHERE             check_entry.sheet_id = 2         ORDER BY             check_entry.id ASC,             check_object.id ASC
1587733193208|5|statement|connection 4|url jdbc:mysql://127.0.0.1:3306/security?useUnicode=true&characterEncoding=UTF-8&useJDBCCompliantTimezoneShift=true&useLegacyDatetimeCode=false&serverTimezone=GMT%2b8|SELECT             check_entry.sheet_id,             check_result.entry_id,             check_result.object_id,             check_result.id AS result_id,             check_result_detail.id AS detail_id,             check_result_detail.item_id,             check_entry.`name` AS entry_name,             object_type.`name` as type_name,             check_object.`name` AS object_name,             check_result_detail.item_result,             check_result.check_person,             check_result.submit_time         FROM             check_result                 INNER JOIN check_result_detail ON check_result_detail.result_id = check_result.id                 INNER JOIN check_entry ON check_result.entry_id = check_entry.id                 INNER JOIN check_object ON check_result.object_id = check_object.id                 INNER JOIN check_item ON check_result_detail.item_id = check_item.id                 INNER JOIN object_type on check_object.object_type_id = object_type.id         WHERE             check_entry.sheet_id = 2         ORDER BY             check_entry.id ASC,             check_object.id ASC|SELECT             check_entry.sheet_id,             check_result.entry_id,             check_result.object_id,             check_result.id AS result_id,             check_result_detail.id AS detail_id,             check_result_detail.item_id,             check_entry.`name` AS entry_name,             object_type.`name` as type_name,             check_object.`name` AS object_name,             check_result_detail.item_result,             check_result.check_person,             check_result.submit_time         FROM             check_result                 INNER JOIN check_result_detail ON check_result_detail.result_id = check_result.id                 INNER JOIN check_entry ON check_result.entry_id = check_entry.id                 INNER JOIN check_object ON check_result.object_id = check_object.id                 INNER JOIN check_item ON check_result_detail.item_id = check_item.id                 INNER JOIN object_type on check_object.object_type_id = object_type.id         WHERE             check_entry.sheet_id = 2         ORDER BY             check_entry.id ASC,             check_object.id ASC
1587733197322|10|statement|connection 6|url jdbc:mysql://127.0.0.1:3306/security?useUnicode=true&characterEncoding=UTF-8&useJDBCCompliantTimezoneShift=true&useLegacyDatetimeCode=false&serverTimezone=GMT%2b8|SELECT             check_entry.sheet_id,             check_result.entry_id,             check_result.object_id,             check_result.id AS result_id,             check_result_detail.id AS detail_id,             check_result_detail.item_id,             check_entry.`name` AS entry_name,             object_type.`name` as type_name,             check_object.`name` AS object_name,             check_result_detail.item_result,             check_result.check_person,             check_result.submit_time         FROM             check_result                 INNER JOIN check_result_detail ON check_result_detail.result_id = check_result.id                 INNER JOIN check_entry ON check_result.entry_id = check_entry.id                 INNER JOIN check_object ON check_result.object_id = check_object.id                 INNER JOIN check_item ON check_result_detail.item_id = check_item.id                 INNER JOIN object_type on check_object.object_type_id = object_type.id         WHERE             check_entry.sheet_id = 2         ORDER BY             check_entry.id ASC,             check_object.id ASC|SELECT             check_entry.sheet_id,             check_result.entry_id,             check_result.object_id,             check_result.id AS result_id,             check_result_detail.id AS detail_id,             check_result_detail.item_id,             check_entry.`name` AS entry_name,             object_type.`name` as type_name,             check_object.`name` AS object_name,             check_result_detail.item_result,             check_result.check_person,             check_result.submit_time         FROM             check_result                 INNER JOIN check_result_detail ON check_result_detail.result_id = check_result.id                 INNER JOIN check_entry ON check_result.entry_id = check_entry.id                 INNER JOIN check_object ON check_result.object_id = check_object.id                 INNER JOIN check_item ON check_result_detail.item_id = check_item.id                 INNER JOIN object_type on check_object.object_type_id = object_type.id         WHERE             check_entry.sheet_id = 2         ORDER BY             check_entry.id ASC,             check_object.id ASC
1587733198269|1|statement|connection 7|url jdbc:mysql://127.0.0.1:3306/security?useUnicode=true&characterEncoding=UTF-8&useJDBCCompliantTimezoneShift=true&useLegacyDatetimeCode=false&serverTimezone=GMT%2b8|SELECT             check_entry.sheet_id,             check_result.entry_id,             check_result.object_id,             check_result.id AS result_id,             check_result_detail.id AS detail_id,             check_result_detail.item_id,             check_entry.`name` AS entry_name,             object_type.`name` as type_name,             check_object.`name` AS object_name,             check_result_detail.item_result,             check_result.check_person,             check_result.submit_time         FROM             check_result                 INNER JOIN check_result_detail ON check_result_detail.result_id = check_result.id                 INNER JOIN check_entry ON check_result.entry_id = check_entry.id                 INNER JOIN check_object ON check_result.object_id = check_object.id                 INNER JOIN check_item ON check_result_detail.item_id = check_item.id                 INNER JOIN object_type on check_object.object_type_id = object_type.id         WHERE             check_entry.sheet_id = 2         ORDER BY             check_entry.id ASC,             check_object.id ASC|SELECT             check_entry.sheet_id,             check_result.entry_id,             check_result.object_id,             check_result.id AS result_id,             check_result_detail.id AS detail_id,             check_result_detail.item_id,             check_entry.`name` AS entry_name,             object_type.`name` as type_name,             check_object.`name` AS object_name,             check_result_detail.item_result,             check_result.check_person,             check_result.submit_time         FROM             check_result                 INNER JOIN check_result_detail ON check_result_detail.result_id = check_result.id                 INNER JOIN check_entry ON check_result.entry_id = check_entry.id                 INNER JOIN check_object ON check_result.object_id = check_object.id                 INNER JOIN check_item ON check_result_detail.item_id = check_item.id                 INNER JOIN object_type on check_object.object_type_id = object_type.id         WHERE             check_entry.sheet_id = 2         ORDER BY             check_entry.id ASC,             check_object.id ASC
1587734062812|16|statement|connection 1|url jdbc:mysql://127.0.0.1:3306/security?useUnicode=true&characterEncoding=UTF-8&useJDBCCompliantTimezoneShift=true&useLegacyDatetimeCode=false&serverTimezone=GMT%2b8|SELECT  id,name  FROM object_type     WHERE entry_id = ?|SELECT  id,name  FROM object_type     WHERE entry_id = 2
1587734230217|15|statement|connection 1|url jdbc:mysql://127.0.0.1:3306/security?useUnicode=true&characterEncoding=UTF-8&useJDBCCompliantTimezoneShift=true&useLegacyDatetimeCode=false&serverTimezone=GMT%2b8|SELECT  id,name  FROM object_type     WHERE entry_id = ?|SELECT  id,name  FROM object_type     WHERE entry_id = 2
1587734319997|2|statement|connection 4|url jdbc:mysql://127.0.0.1:3306/security?useUnicode=true&characterEncoding=UTF-8&useJDBCCompliantTimezoneShift=true&useLegacyDatetimeCode=false&serverTimezone=GMT%2b8|SELECT  id,name  FROM object_type     WHERE id = ?|SELECT  id,name  FROM object_type     WHERE id = 2
1587735034492|2|statement|connection 1|url jdbc:mysql://127.0.0.1:3306/security?useUnicode=true&characterEncoding=UTF-8&useJDBCCompliantTimezoneShift=true&useLegacyDatetimeCode=false&serverTimezone=GMT%2b8|SELECT  id,object_type_id,name  FROM check_object     WHERE object_type_id = ?|SELECT  id,object_type_id,name  FROM check_object     WHERE object_type_id = 2
1587735135562|8|statement|connection 3|url jdbc:mysql://127.0.0.1:3306/security?useUnicode=true&characterEncoding=UTF-8&useJDBCCompliantTimezoneShift=true&useLegacyDatetimeCode=false&serverTimezone=GMT%2b8|SELECT  id,object_type_id,name  FROM check_object     WHERE object_type_id = ?|SELECT  id,object_type_id,name  FROM check_object     WHERE object_type_id = 2
1587735199265|1|statement|connection 4|url jdbc:mysql://127.0.0.1:3306/security?useUnicode=true&characterEncoding=UTF-8&useJDBCCompliantTimezoneShift=true&useLegacyDatetimeCode=false&serverTimezone=GMT%2b8|SELECT  id,entry_id,name,attr_type,ext_info  FROM check_item     WHERE entry_id = ?|SELECT  id,entry_id,name,attr_type,ext_info  FROM check_item     WHERE entry_id = 2
1587797851820|4|statement|connection 1|url jdbc:mysql://127.0.0.1:3306/security?useUnicode=true&characterEncoding=UTF-8&useJDBCCompliantTimezoneShift=true&useLegacyDatetimeCode=false&serverTimezone=GMT%2b8|SELECT             check_entry.id entry_id,             check_entry.`name` entry_name,             object_type.id type_id,             object_type.`name` type_name         FROM             check_entry ,             object_type         WHERE             check_entry.object_type_id = object_type.id|SELECT             check_entry.id entry_id,             check_entry.`name` entry_name,             object_type.id type_id,             object_type.`name` type_name         FROM             check_entry ,             object_type         WHERE             check_entry.object_type_id = object_type.id
1587797902864|8|statement|connection 3|url jdbc:mysql://127.0.0.1:3306/security?useUnicode=true&characterEncoding=UTF-8&useJDBCCompliantTimezoneShift=true&useLegacyDatetimeCode=false&serverTimezone=GMT%2b8|SELECT             check_entry.id entry_id,             check_entry.`name` ,             object_type.id type_id,             object_type.`name` type_name         FROM             check_entry ,             object_type         WHERE             check_entry.object_type_id = object_type.id|SELECT             check_entry.id entry_id,             check_entry.`name` ,             object_type.id type_id,             object_type.`name` type_name         FROM             check_entry ,             object_type         WHERE             check_entry.object_type_id = object_type.id
1587797905582|0|statement|connection 5|url jdbc:mysql://127.0.0.1:3306/security?useUnicode=true&characterEncoding=UTF-8&useJDBCCompliantTimezoneShift=true&useLegacyDatetimeCode=false&serverTimezone=GMT%2b8|SELECT             check_entry.id ,             check_entry.`name` ,             object_type.id type_id,             object_type.`name` type_name         FROM             check_entry ,             object_type         WHERE             check_entry.object_type_id = object_type.id|SELECT             check_entry.id ,             check_entry.`name` ,             object_type.id type_id,             object_type.`name` type_name         FROM             check_entry ,             object_type         WHERE             check_entry.object_type_id = object_type.id
1587797938075|0|statement|connection 6|url jdbc:mysql://127.0.0.1:3306/security?useUnicode=true&characterEncoding=UTF-8&useJDBCCompliantTimezoneShift=true&useLegacyDatetimeCode=false&serverTimezone=GMT%2b8|SELECT             check_entry.id ,             check_entry.`name` ,             object_type.id type_id,             object_type.`name` type_name         FROM             check_entry ,             object_type         WHERE             check_entry.object_type_id = object_type.id|SELECT             check_entry.id ,             check_entry.`name` ,             object_type.id type_id,             object_type.`name` type_name         FROM             check_entry ,             object_type         WHERE             check_entry.object_type_id = object_type.id
1587797940513|8|statement|connection 8|url jdbc:mysql://127.0.0.1:3306/security?useUnicode=true&characterEncoding=UTF-8&useJDBCCompliantTimezoneShift=true&useLegacyDatetimeCode=false&serverTimezone=GMT%2b8|SELECT             check_entry.id entry_id,             check_entry.`name` entry_name,             object_type.id ,             object_type.`name`          FROM             check_entry ,             object_type         WHERE             check_entry.object_type_id = object_type.id|SELECT             check_entry.id entry_id,             check_entry.`name` entry_name,             object_type.id ,             object_type.`name`          FROM             check_entry ,             object_type         WHERE             check_entry.object_type_id = object_type.id
1587797981334|3|statement|connection 9|url jdbc:mysql://127.0.0.1:3306/security?useUnicode=true&characterEncoding=UTF-8&useJDBCCompliantTimezoneShift=true&useLegacyDatetimeCode=false&serverTimezone=GMT%2b8|SELECT             check_entry.id entry_id,             check_entry.`name` entry_name,             object_type.id ,             object_type.`name`          FROM             check_entry ,             object_type         WHERE             check_entry.object_type_id = object_type.id|SELECT             check_entry.id entry_id,             check_entry.`name` entry_name,             object_type.id ,             object_type.`name`          FROM             check_entry ,             object_type         WHERE             check_entry.object_type_id = object_type.id
1587797983335|1|statement|connection 10|url jdbc:mysql://127.0.0.1:3306/security?useUnicode=true&characterEncoding=UTF-8&useJDBCCompliantTimezoneShift=true&useLegacyDatetimeCode=false&serverTimezone=GMT%2b8|SELECT             check_entry.id entry_id,             check_entry.`name` entry_name,             object_type.id ,             object_type.`name`          FROM             check_entry ,             object_type         WHERE             check_entry.object_type_id = object_type.id|SELECT             check_entry.id entry_id,             check_entry.`name` entry_name,             object_type.id ,             object_type.`name`          FROM             check_entry ,             object_type         WHERE             check_entry.object_type_id = object_type.id
1587797991452|2|statement|connection 13|url jdbc:mysql://127.0.0.1:3306/security?useUnicode=true&characterEncoding=UTF-8&useJDBCCompliantTimezoneShift=true&useLegacyDatetimeCode=false&serverTimezone=GMT%2b8|SELECT             check_entry.id entry_id,             check_entry.`name` entry_name,             object_type.id type_id,             object_type.`name` type_name         FROM             check_entry ,             object_type         WHERE             check_entry.object_type_id = object_type.id|SELECT             check_entry.id entry_id,             check_entry.`name` entry_name,             object_type.id type_id,             object_type.`name` type_name         FROM             check_entry ,             object_type         WHERE             check_entry.object_type_id = object_type.id
1587798311013|7|statement|connection 15|url jdbc:mysql://127.0.0.1:3306/security?useUnicode=true&characterEncoding=UTF-8&useJDBCCompliantTimezoneShift=true&useLegacyDatetimeCode=false&serverTimezone=GMT%2b8|SELECT  id AS objectId,object_type_id AS typeId,name AS objectName  FROM check_object     WHERE object_type_id = ?|SELECT  id AS objectId,object_type_id AS typeId,name AS objectName  FROM check_object     WHERE object_type_id = 2
1587798511094|6|statement|connection 17|url jdbc:mysql://127.0.0.1:3306/security?useUnicode=true&characterEncoding=UTF-8&useJDBCCompliantTimezoneShift=true&useLegacyDatetimeCode=false&serverTimezone=GMT%2b8|SELECT  id AS objectId,object_type_id AS typeId,name AS objectName  FROM check_object     WHERE object_type_id = ?|SELECT  id AS objectId,object_type_id AS typeId,name AS objectName  FROM check_object     WHERE object_type_id = 2
1587798511885|0|statement|connection 18|url jdbc:mysql://127.0.0.1:3306/security?useUnicode=true&characterEncoding=UTF-8&useJDBCCompliantTimezoneShift=true&useLegacyDatetimeCode=false&serverTimezone=GMT%2b8|SELECT  id AS objectId,object_type_id AS typeId,name AS objectName  FROM check_object     WHERE object_type_id = ?|SELECT  id AS objectId,object_type_id AS typeId,name AS objectName  FROM check_object     WHERE object_type_id = 2
1587798515124|7|statement|connection 20|url jdbc:mysql://127.0.0.1:3306/security?useUnicode=true&characterEncoding=UTF-8&useJDBCCompliantTimezoneShift=true&useLegacyDatetimeCode=false&serverTimezone=GMT%2b8|SELECT  id AS objectId,object_type_id AS typeId,name AS objectName  FROM check_object     WHERE object_type_id = ?|SELECT  id AS objectId,object_type_id AS typeId,name AS objectName  FROM check_object     WHERE object_type_id = 2
1587798645353|1|statement|connection 21|url jdbc:mysql://127.0.0.1:3306/security?useUnicode=true&characterEncoding=UTF-8&useJDBCCompliantTimezoneShift=true&useLegacyDatetimeCode=false&serverTimezone=GMT%2b8|SELECT  id AS sheetId,name AS sheetName,order_no,remark  FROM check_sheet|SELECT  id AS sheetId,name AS sheetName,order_no,remark  FROM check_sheet
1587798662078|5|statement|connection 22|url jdbc:mysql://127.0.0.1:3306/security?useUnicode=true&characterEncoding=UTF-8&useJDBCCompliantTimezoneShift=true&useLegacyDatetimeCode=false&serverTimezone=GMT%2b8|SELECT             check_entry.id,             check_entry.sheet_id,             check_entry.`name`,             check_entry.frequency,             check_entry.department,             check_entry.object_type_id,             check_entry.order_no,             object_type.`name` object_type_name         FROM             check_entry                 INNER JOIN object_type ON check_entry.object_type_id = object_type.id         WHERE             check_entry.sheet_id = ?         ORDER BY             check_entry.order_no ASC|SELECT             check_entry.id,             check_entry.sheet_id,             check_entry.`name`,             check_entry.frequency,             check_entry.department,             check_entry.object_type_id,             check_entry.order_no,             object_type.`name` object_type_name         FROM             check_entry                 INNER JOIN object_type ON check_entry.object_type_id = object_type.id         WHERE             check_entry.sheet_id = 2         ORDER BY             check_entry.order_no ASC
1587798713901|4|statement|connection 24|url jdbc:mysql://127.0.0.1:3306/security?useUnicode=true&characterEncoding=UTF-8&useJDBCCompliantTimezoneShift=true&useLegacyDatetimeCode=false&serverTimezone=GMT%2b8|SELECT             check_entry.id,             check_entry.sheet_id,             check_entry.`name` entry_name,             check_entry.frequency,             check_entry.department,             check_entry.object_type_id,             check_entry.order_no,             object_type.`name` object_type_name         FROM             check_entry                 INNER JOIN object_type ON check_entry.object_type_id = object_type.id         WHERE             check_entry.sheet_id = ?         ORDER BY             check_entry.order_no ASC|SELECT             check_entry.id,             check_entry.sheet_id,             check_entry.`name` entry_name,             check_entry.frequency,             check_entry.department,             check_entry.object_type_id,             check_entry.order_no,             object_type.`name` object_type_name         FROM             check_entry                 INNER JOIN object_type ON check_entry.object_type_id = object_type.id         WHERE             check_entry.sheet_id = 2         ORDER BY             check_entry.order_no ASC
1587798766394|0|statement|connection 25|url jdbc:mysql://127.0.0.1:3306/security?useUnicode=true&characterEncoding=UTF-8&useJDBCCompliantTimezoneShift=true&useLegacyDatetimeCode=false&serverTimezone=GMT%2b8|SELECT             check_entry.id,             check_entry.sheet_id,             check_entry.`name` entry_name,             check_entry.frequency,             check_entry.department,             check_entry.object_type_id,             check_entry.order_no,             object_type.`name` object_type_name         FROM             check_entry                 INNER JOIN object_type ON check_entry.object_type_id = object_type.id         WHERE             check_entry.sheet_id = ?         ORDER BY             check_entry.order_no ASC|SELECT             check_entry.id,             check_entry.sheet_id,             check_entry.`name` entry_name,             check_entry.frequency,             check_entry.department,             check_entry.object_type_id,             check_entry.order_no,             object_type.`name` object_type_name         FROM             check_entry                 INNER JOIN object_type ON check_entry.object_type_id = object_type.id         WHERE             check_entry.sheet_id = 2         ORDER BY             check_entry.order_no ASC
1587798785504|2|statement|connection 26|url jdbc:mysql://127.0.0.1:3306/security?useUnicode=true&characterEncoding=UTF-8&useJDBCCompliantTimezoneShift=true&useLegacyDatetimeCode=false&serverTimezone=GMT%2b8|SELECT             check_entry.id,             check_entry.sheet_id,             check_entry.`name` entry_name,             check_entry.frequency,             check_entry.department,             check_entry.object_type_id,             check_entry.order_no,             object_type.`name` object_type_name         FROM             check_entry                 INNER JOIN object_type ON check_entry.object_type_id = object_type.id         WHERE             check_entry.sheet_id = ?         ORDER BY             check_entry.order_no ASC|SELECT             check_entry.id,             check_entry.sheet_id,             check_entry.`name` entry_name,             check_entry.frequency,             check_entry.department,             check_entry.object_type_id,             check_entry.order_no,             object_type.`name` object_type_name         FROM             check_entry                 INNER JOIN object_type ON check_entry.object_type_id = object_type.id         WHERE             check_entry.sheet_id = 1         ORDER BY             check_entry.order_no ASC
1587798830047|1|statement|connection 27|url jdbc:mysql://127.0.0.1:3306/security?useUnicode=true&characterEncoding=UTF-8&useJDBCCompliantTimezoneShift=true&useLegacyDatetimeCode=false&serverTimezone=GMT%2b8|SELECT             check_entry.id,             check_entry.sheet_id,             check_entry.`name` entry_name,             check_entry.frequency,             check_entry.department,             check_entry.object_type_id,             check_entry.order_no,             object_type.`name` object_type_name         FROM             check_entry                 INNER JOIN object_type ON check_entry.object_type_id = object_type.id         WHERE             check_entry.sheet_id = ?         ORDER BY             check_entry.order_no ASC|SELECT             check_entry.id,             check_entry.sheet_id,             check_entry.`name` entry_name,             check_entry.frequency,             check_entry.department,             check_entry.object_type_id,             check_entry.order_no,             object_type.`name` object_type_name         FROM             check_entry                 INNER JOIN object_type ON check_entry.object_type_id = object_type.id         WHERE             check_entry.sheet_id = 1         ORDER BY             check_entry.order_no ASC
